Powermeter serial number; P0013475
Sensor serial number; 200922128
Sensor Type; Photodiode
Wavelength(nm); 640

Date (MM/dd/yyyy) ; Time of day (hh:mm:ss.fff); Power(W)
4/8/2021;14:20:08.817; 1.3977E-07
4/8/2021;14:20:08.820; 1.3982E-07
4/8/2021;14:20:08.823; 1.4055E-07
4/8/2021;14:20:08.825; 1.4045E-07
4/8/2021;14:20:08.828; 1.3991E-07
4/8/2021;14:20:08.831; 1.4019E-07
4/8/2021;14:20:08.833; 1.3993E-07
4/8/2021;14:20:08.836; 1.4015E-07
4/8/2021;14:20:08.839; 1.3953E-07
4/8/2021;14:20:08.841; 1.4007E-07
4/8/2021;14:20:08.845; 1.4E-07
4/8/2021;14:20:08.848; 1.3965E-07
4/8/2021;14:20:08.851; 1.3929E-07
4/8/2021;14:20:08.853; 1.3914E-07
4/8/2021;14:20:08.856; 1.3991E-07
4/8/2021;14:20:08.859; 1.3948E-07
4/8/2021;14:20:08.861; 1.4034E-07
4/8/2021;14:20:08.864; 1.3972E-07
4/8/2021;14:20:08.867; 1.4043E-07
4/8/2021;14:20:08.869; 1.3992E-07
4/8/2021;14:20:08.872; 1.4054E-07
4/8/2021;14:20:08.875; 1.4085E-07
4/8/2021;14:20:08.878; 1.4082E-07
4/8/2021;14:20:08.880; 1.4057E-07
4/8/2021;14:20:08.883; 1.4021E-07
4/8/2021;14:20:08.886; 1.4021E-07
4/8/2021;14:20:08.888; 1.394E-07
4/8/2021;14:20:08.891; 1.401E-07
4/8/2021;14:20:08.894; 1.3968E-07
4/8/2021;14:20:08.900; 1.3991E-07
4/8/2021;14:20:08.902; 1.3991E-07
4/8/2021;14:20:08.905; 1.3962E-07
4/8/2021;14:20:08.908; 1.3982E-07
4/8/2021;14:20:08.910; 1.3961E-07
4/8/2021;14:20:08.913; 1.3953E-07
4/8/2021;14:20:08.916; 1.3938E-07
4/8/2021;14:20:08.918; 1.3935E-07
4/8/2021;14:20:08.921; 1.3913E-07
4/8/2021;14:20:08.924; 1.3905E-07
4/8/2021;14:20:08.926; 1.3921E-07
4/8/2021;14:20:08.929; 1.391E-07
4/8/2021;14:20:08.931; 1.3896E-07
4/8/2021;14:20:08.941; 1.3875E-07
4/8/2021;14:20:08.945; 1.3928E-07
4/8/2021;14:20:08.948; 1.3953E-07
4/8/2021;14:20:08.951; 1.3973E-07
4/8/2021;14:20:08.953; 1.4011E-07
4/8/2021;14:20:08.956; 1.406E-07
4/8/2021;14:20:08.959; 1.4054E-07
4/8/2021;14:20:08.961; 1.409E-07
4/8/2021;14:20:08.964; 1.4059E-07
4/8/2021;14:20:08.967; 1.4095E-07
4/8/2021;14:20:08.969; 1.4102E-07
4/8/2021;14:20:08.972; 1.4065E-07
4/8/2021;14:20:08.975; 1.4118E-07
4/8/2021;14:20:08.977; 1.4096E-07
4/8/2021;14:20:08.980; 1.4134E-07
4/8/2021;14:20:08.983; 1.4073E-07
4/8/2021;14:20:08.985; 1.409E-07
4/8/2021;14:20:08.988; 1.4021E-07
4/8/2021;14:20:08.991; 1.407E-07
4/8/2021;14:20:08.995; 1.4024E-07
4/8/2021;14:20:08.997; 1.4017E-07
4/8/2021;14:20:09.000; 1.4035E-07
4/8/2021;14:20:09.003; 1.3986E-07
4/8/2021;14:20:09.005; 1.4051E-07
4/8/2021;14:20:09.008; 1.3989E-07
4/8/2021;14:20:09.011; 1.3987E-07
4/8/2021;14:20:09.013; 1.3951E-07
4/8/2021;14:20:09.016; 1.4007E-07
4/8/2021;14:20:09.019; 1.3945E-07
4/8/2021;14:20:09.021; 1.4017E-07
4/8/2021;14:20:09.024; 1.4013E-07
4/8/2021;14:20:09.027; 1.4069E-07
4/8/2021;14:20:09.029; 1.4071E-07
4/8/2021;14:20:09.032; 1.4056E-07
4/8/2021;14:20:09.035; 1.4114E-07
4/8/2021;14:20:09.037; 1.4092E-07
4/8/2021;14:20:09.040; 1.4176E-07
4/8/2021;14:20:09.043; 1.4084E-07
4/8/2021;14:20:09.047; 1.4149E-07
4/8/2021;14:20:09.049; 1.4075E-07
4/8/2021;14:20:09.052; 1.4129E-07
4/8/2021;14:20:09.054; 1.4069E-07
4/8/2021;14:20:09.057; 1.4078E-07
4/8/2021;14:20:09.060; 1.4052E-07
4/8/2021;14:20:09.062; 1.4021E-07
4/8/2021;14:20:09.067; 1.4023E-07
4/8/2021;14:20:09.070; 1.3966E-07
4/8/2021;14:20:09.078; 1.4008E-07
4/8/2021;14:20:09.083; 1.3956E-07
4/8/2021;14:20:09.086; 1.3959E-07
4/8/2021;14:20:09.089; 1.3931E-07
4/8/2021;14:20:09.091; 1.3948E-07
4/8/2021;14:20:09.098; 1.3951E-07
4/8/2021;14:20:09.101; 1.3937E-07
4/8/2021;14:20:09.104; 1.391E-07
4/8/2021;14:20:09.106; 1.3953E-07
4/8/2021;14:20:09.109; 1.395E-07
4/8/2021;14:20:09.112; 1.3983E-07
4/8/2021;14:20:09.114; 1.4022E-07
4/8/2021;14:20:09.117; 1.4014E-07
4/8/2021;14:20:09.120; 1.4028E-07
4/8/2021;14:20:09.122; 1.4009E-07
4/8/2021;14:20:09.125; 1.3974E-07
4/8/2021;14:20:09.128; 1.3981E-07
4/8/2021;14:20:09.130; 1.4033E-07
4/8/2021;14:20:09.133; 1.4005E-07
4/8/2021;14:20:09.136; 1.4031E-07
4/8/2021;14:20:09.138; 1.3983E-07
4/8/2021;14:20:09.141; 1.3997E-07
4/8/2021;14:20:09.145; 1.4014E-07
4/8/2021;14:20:09.148; 1.403E-07
4/8/2021;14:20:09.150; 1.3997E-07
4/8/2021;14:20:09.153; 1.4007E-07
4/8/2021;14:20:09.156; 1.3987E-07
4/8/2021;14:20:09.158; 1.4002E-07
4/8/2021;14:20:09.161; 1.3994E-07
4/8/2021;14:20:09.164; 1.402E-07
4/8/2021;14:20:09.166; 1.4073E-07
4/8/2021;14:20:09.169; 1.4034E-07
4/8/2021;14:20:09.172; 1.4053E-07
4/8/2021;14:20:09.174; 1.3992E-07
4/8/2021;14:20:09.177; 1.405E-07
4/8/2021;14:20:09.180; 1.4067E-07
4/8/2021;14:20:09.182; 1.4127E-07
4/8/2021;14:20:09.185; 1.4075E-07
4/8/2021;14:20:09.188; 1.4133E-07
4/8/2021;14:20:09.190; 1.4074E-07
4/8/2021;14:20:09.193; 1.4047E-07
4/8/2021;14:20:09.198; 1.4052E-07
4/8/2021;14:20:09.200; 1.4033E-07
4/8/2021;14:20:09.203; 1.4021E-07
4/8/2021;14:20:09.206; 1.405E-07
4/8/2021;14:20:09.208; 1.4054E-07
4/8/2021;14:20:09.217; 1.4031E-07
4/8/2021;14:20:09.222; 1.4067E-07
4/8/2021;14:20:09.225; 1.408E-07
4/8/2021;14:20:09.227; 1.4093E-07
4/8/2021;14:20:09.230; 1.4124E-07
4/8/2021;14:20:09.233; 1.4136E-07
4/8/2021;14:20:09.235; 1.4149E-07
4/8/2021;14:20:09.238; 1.4172E-07
4/8/2021;14:20:09.241; 1.4158E-07
4/8/2021;14:20:09.244; 1.4175E-07
4/8/2021;14:20:09.246; 1.4119E-07
4/8/2021;14:20:09.249; 1.4117E-07
4/8/2021;14:20:09.251; 1.4041E-07
4/8/2021;14:20:09.254; 1.4087E-07
4/8/2021;14:20:09.257; 1.4018E-07
4/8/2021;14:20:09.259; 1.3997E-07
4/8/2021;14:20:09.262; 1.3998E-07
4/8/2021;14:20:09.265; 1.3985E-07
4/8/2021;14:20:09.267; 1.3993E-07
4/8/2021;14:20:09.270; 1.3984E-07
4/8/2021;14:20:09.273; 1.4054E-07
4/8/2021;14:20:09.275; 1.403E-07
4/8/2021;14:20:09.278; 1.4033E-07
4/8/2021;14:20:09.281; 1.4026E-07
4/8/2021;14:20:09.283; 1.4041E-07
4/8/2021;14:20:09.286; 1.4095E-07
4/8/2021;14:20:09.289; 1.4055E-07
4/8/2021;14:20:09.291; 1.4064E-07
4/8/2021;14:20:09.298; 1.4037E-07
4/8/2021;14:20:09.300; 1.4016E-07
4/8/2021;14:20:09.303; 1.4023E-07
4/8/2021;14:20:09.306; 1.4031E-07
4/8/2021;14:20:09.308; 1.4067E-07
4/8/2021;14:20:09.311; 1.4014E-07
4/8/2021;14:20:09.314; 1.4037E-07
4/8/2021;14:20:09.316; 1.4006E-07
4/8/2021;14:20:09.321; 1.4017E-07
4/8/2021;14:20:09.324; 1.4021E-07
4/8/2021;14:20:09.326; 1.4033E-07
4/8/2021;14:20:09.329; 1.404E-07
4/8/2021;14:20:09.332; 1.4002E-07
4/8/2021;14:20:09.334; 1.4031E-07
4/8/2021;14:20:09.337; 1.3991E-07
4/8/2021;14:20:09.340; 1.404E-07
4/8/2021;14:20:09.342; 1.4015E-07
4/8/2021;14:20:09.346; 1.4039E-07
4/8/2021;14:20:09.348; 1.4043E-07
4/8/2021;14:20:09.355; 1.4084E-07
4/8/2021;14:20:09.359; 1.409E-07
4/8/2021;14:20:09.362; 1.4124E-07
4/8/2021;14:20:09.365; 1.4122E-07
4/8/2021;14:20:09.367; 1.4114E-07
4/8/2021;14:20:09.370; 1.4137E-07
4/8/2021;14:20:09.373; 1.4108E-07
4/8/2021;14:20:09.375; 1.4164E-07
4/8/2021;14:20:09.378; 1.4107E-07
4/8/2021;14:20:09.381; 1.4158E-07
4/8/2021;14:20:09.383; 1.4127E-07
4/8/2021;14:20:09.386; 1.4138E-07
4/8/2021;14:20:09.389; 1.4122E-07
4/8/2021;14:20:09.391; 1.4161E-07
4/8/2021;14:20:09.396; 1.4084E-07
4/8/2021;14:20:09.398; 1.4097E-07
4/8/2021;14:20:09.401; 1.4089E-07
4/8/2021;14:20:09.404; 1.4059E-07
4/8/2021;14:20:09.406; 1.4096E-07
4/8/2021;14:20:09.409; 1.4067E-07
4/8/2021;14:20:09.412; 1.4083E-07
4/8/2021;14:20:09.414; 1.4035E-07
4/8/2021;14:20:09.417; 1.4041E-07
4/8/2021;14:20:09.420; 1.3997E-07
4/8/2021;14:20:09.422; 1.4091E-07
4/8/2021;14:20:09.425; 1.4052E-07
4/8/2021;14:20:09.428; 1.4106E-07
4/8/2021;14:20:09.430; 1.4083E-07
4/8/2021;14:20:09.433; 1.4107E-07
4/8/2021;14:20:09.436; 1.4095E-07
4/8/2021;14:20:09.438; 1.4119E-07
4/8/2021;14:20:09.441; 1.4146E-07
4/8/2021;14:20:09.445; 1.4091E-07
4/8/2021;14:20:09.447; 1.4158E-07
4/8/2021;14:20:09.450; 1.4071E-07
4/8/2021;14:20:09.453; 1.4148E-07
4/8/2021;14:20:09.455; 1.4087E-07
4/8/2021;14:20:09.458; 1.4104E-07
4/8/2021;14:20:09.461; 1.4035E-07
4/8/2021;14:20:09.463; 1.4101E-07
4/8/2021;14:20:09.466; 1.405E-07
4/8/2021;14:20:09.469; 1.404E-07
4/8/2021;14:20:09.471; 1.407E-07
4/8/2021;14:20:09.474; 1.404E-07
4/8/2021;14:20:09.477; 1.4065E-07
4/8/2021;14:20:09.479; 1.3992E-07
4/8/2021;14:20:09.482; 1.3997E-07
4/8/2021;14:20:09.485; 1.3995E-07
4/8/2021;14:20:09.502; 1.4043E-07
4/8/2021;14:20:09.505; 1.3974E-07
4/8/2021;14:20:09.507; 1.4017E-07
4/8/2021;14:20:09.510; 1.4016E-07
4/8/2021;14:20:09.513; 1.3982E-07
4/8/2021;14:20:09.515; 1.3953E-07
4/8/2021;14:20:09.518; 1.3993E-07
4/8/2021;14:20:09.521; 1.4023E-07
4/8/2021;14:20:09.523; 1.4038E-07
4/8/2021;14:20:09.526; 1.4086E-07
4/8/2021;14:20:09.529; 1.4055E-07
4/8/2021;14:20:09.531; 1.4111E-07
4/8/2021;14:20:09.534; 1.4048E-07
4/8/2021;14:20:09.537; 1.4104E-07
4/8/2021;14:20:09.539; 1.4118E-07
4/8/2021;14:20:09.542; 1.4175E-07
4/8/2021;14:20:09.545; 1.4143E-07
4/8/2021;14:20:09.547; 1.4136E-07
4/8/2021;14:20:09.550; 1.4153E-07
4/8/2021;14:20:09.553; 1.4074E-07
4/8/2021;14:20:09.555; 1.4108E-07
4/8/2021;14:20:09.558; 1.4032E-07
4/8/2021;14:20:09.561; 1.4078E-07
4/8/2021;14:20:09.563; 1.4018E-07
4/8/2021;14:20:09.566; 1.4013E-07
4/8/2021;14:20:09.569; 1.3991E-07
4/8/2021;14:20:09.573; 1.4005E-07
4/8/2021;14:20:09.576; 1.3994E-07
4/8/2021;14:20:09.579; 1.3958E-07
4/8/2021;14:20:09.581; 1.4015E-07
4/8/2021;14:20:09.584; 1.3987E-07
4/8/2021;14:20:09.587; 1.4005E-07
4/8/2021;14:20:09.589; 1.3959E-07
4/8/2021;14:20:09.592; 1.3981E-07
4/8/2021;14:20:09.596; 1.3969E-07
4/8/2021;14:20:09.599; 1.3978E-07
4/8/2021;14:20:09.601; 1.3937E-07
4/8/2021;14:20:09.604; 1.4013E-07
4/8/2021;14:20:09.607; 1.4033E-07
4/8/2021;14:20:09.609; 1.4019E-07
4/8/2021;14:20:09.612; 1.3984E-07
4/8/2021;14:20:09.615; 1.4036E-07
4/8/2021;14:20:09.617; 1.4087E-07
4/8/2021;14:20:09.620; 1.4061E-07
4/8/2021;14:20:09.623; 1.4071E-07
4/8/2021;14:20:09.626; 1.4028E-07
4/8/2021;14:20:09.634; 1.4076E-07
4/8/2021;14:20:09.639; 1.3966E-07
4/8/2021;14:20:09.642; 1.3975E-07
4/8/2021;14:20:09.646; 1.399E-07
4/8/2021;14:20:09.648; 1.3992E-07
4/8/2021;14:20:09.651; 1.3962E-07
4/8/2021;14:20:09.654; 1.3902E-07
4/8/2021;14:20:09.656; 1.3899E-07
4/8/2021;14:20:09.659; 1.3937E-07
4/8/2021;14:20:09.662; 1.3943E-07
4/8/2021;14:20:09.664; 1.3948E-07
4/8/2021;14:20:09.667; 1.399E-07
4/8/2021;14:20:09.670; 1.3994E-07
4/8/2021;14:20:09.673; 1.3989E-07
4/8/2021;14:20:09.675; 1.4009E-07
4/8/2021;14:20:09.678; 1.4004E-07
4/8/2021;14:20:09.681; 1.4021E-07
4/8/2021;14:20:09.683; 1.4067E-07
4/8/2021;14:20:09.686; 1.4064E-07
4/8/2021;14:20:09.689; 1.4112E-07
4/8/2021;14:20:09.691; 1.4115E-07
4/8/2021;14:20:09.698; 1.4113E-07
4/8/2021;14:20:09.700; 1.4081E-07
4/8/2021;14:20:09.703; 1.4056E-07
4/8/2021;14:20:09.706; 1.4061E-07
4/8/2021;14:20:09.708; 1.4089E-07
4/8/2021;14:20:09.711; 1.4072E-07
4/8/2021;14:20:09.714; 1.4049E-07
4/8/2021;14:20:09.716; 1.402E-07
4/8/2021;14:20:09.719; 1.3977E-07
4/8/2021;14:20:09.722; 1.394E-07
4/8/2021;14:20:09.724; 1.3923E-07
4/8/2021;14:20:09.727; 1.3941E-07
4/8/2021;14:20:09.730; 1.3937E-07
4/8/2021;14:20:09.733; 1.3971E-07
4/8/2021;14:20:09.735; 1.3934E-07
4/8/2021;14:20:09.738; 1.4011E-07
4/8/2021;14:20:09.740; 1.3954E-07
4/8/2021;14:20:09.743; 1.4018E-07
4/8/2021;14:20:09.747; 1.4001E-07
4/8/2021;14:20:09.750; 1.4063E-07
4/8/2021;14:20:09.752; 1.4072E-07
4/8/2021;14:20:09.755; 1.4081E-07
4/8/2021;14:20:09.758; 1.4093E-07
4/8/2021;14:20:09.760; 1.406E-07
4/8/2021;14:20:09.763; 1.4106E-07
4/8/2021;14:20:09.765; 1.4035E-07
4/8/2021;14:20:09.773; 1.4133E-07
4/8/2021;14:20:09.778; 1.4075E-07
4/8/2021;14:20:09.781; 1.4079E-07
4/8/2021;14:20:09.783; 1.4019E-07
4/8/2021;14:20:09.786; 1.4059E-07
4/8/2021;14:20:09.789; 1.4063E-07
4/8/2021;14:20:09.791; 1.4102E-07
4/8/2021;14:20:09.795; 1.4086E-07
4/8/2021;14:20:09.798; 1.4046E-07
4/8/2021;14:20:09.801; 1.4069E-07
4/8/2021;14:20:09.803; 1.405E-07
4/8/2021;14:20:09.806; 1.403E-07
4/8/2021;14:20:09.809; 1.4039E-07
4/8/2021;14:20:09.811; 1.4078E-07
4/8/2021;14:20:09.814; 1.4069E-07
4/8/2021;14:20:09.817; 1.4028E-07
4/8/2021;14:20:09.819; 1.396E-07
4/8/2021;14:20:09.822; 1.4007E-07
4/8/2021;14:20:09.827; 1.4007E-07
4/8/2021;14:20:09.829; 1.403E-07
4/8/2021;14:20:09.832; 1.3987E-07
4/8/2021;14:20:09.835; 1.4038E-07
4/8/2021;14:20:09.837; 1.402E-07
4/8/2021;14:20:09.840; 1.3998E-07
4/8/2021;14:20:09.843; 1.4011E-07
4/8/2021;14:20:09.846; 1.4017E-07
4/8/2021;14:20:09.848; 1.406E-07
4/8/2021;14:20:09.851; 1.4013E-07
4/8/2021;14:20:09.854; 1.4036E-07
4/8/2021;14:20:09.856; 1.3996E-07
4/8/2021;14:20:09.859; 1.4037E-07
4/8/2021;14:20:09.862; 1.4036E-07
4/8/2021;14:20:09.864; 1.4062E-07
4/8/2021;14:20:09.867; 1.4085E-07
4/8/2021;14:20:09.870; 1.4051E-07
4/8/2021;14:20:09.872; 1.4096E-07
4/8/2021;14:20:09.875; 1.4096E-07
4/8/2021;14:20:09.878; 1.4154E-07
4/8/2021;14:20:09.880; 1.4118E-07
4/8/2021;14:20:09.883; 1.4171E-07
4/8/2021;14:20:09.886; 1.4131E-07
4/8/2021;14:20:09.888; 1.4122E-07
4/8/2021;14:20:09.891; 1.4132E-07
4/8/2021;14:20:09.897; 1.4092E-07
4/8/2021;14:20:09.900; 1.4123E-07
4/8/2021;14:20:09.902; 1.4122E-07
4/8/2021;14:20:09.906; 1.4106E-07
4/8/2021;14:20:09.913; 1.4106E-07
4/8/2021;14:20:09.918; 1.4175E-07
4/8/2021;14:20:09.920; 1.4156E-07
4/8/2021;14:20:09.923; 1.4136E-07
4/8/2021;14:20:09.926; 1.4098E-07
4/8/2021;14:20:09.928; 1.4067E-07
4/8/2021;14:20:09.931; 1.4097E-07
4/8/2021;14:20:09.934; 1.4082E-07
4/8/2021;14:20:09.936; 1.4053E-07
4/8/2021;14:20:09.939; 1.4027E-07
4/8/2021;14:20:09.942; 1.4017E-07
4/8/2021;14:20:09.946; 1.3921E-07
4/8/2021;14:20:09.948; 1.3945E-07
4/8/2021;14:20:09.951; 1.3974E-07
4/8/2021;14:20:09.954; 1.4002E-07
4/8/2021;14:20:09.956; 1.4011E-07
4/8/2021;14:20:09.959; 1.3999E-07
4/8/2021;14:20:09.962; 1.3968E-07
4/8/2021;14:20:09.964; 1.4014E-07
4/8/2021;14:20:09.967; 1.4074E-07
4/8/2021;14:20:09.970; 1.4068E-07
4/8/2021;14:20:09.972; 1.4091E-07
4/8/2021;14:20:09.975; 1.404E-07
4/8/2021;14:20:09.978; 1.4048E-07
4/8/2021;14:20:09.980; 1.4018E-07
4/8/2021;14:20:09.983; 1.4074E-07
4/8/2021;14:20:09.986; 1.4021E-07
4/8/2021;14:20:09.988; 1.4081E-07
4/8/2021;14:20:09.991; 1.4018E-07
4/8/2021;14:20:09.994; 1.4038E-07
4/8/2021;14:20:09.998; 1.4003E-07
4/8/2021;14:20:10.001; 1.4064E-07
4/8/2021;14:20:10.003; 1.404E-07
4/8/2021;14:20:10.006; 1.4067E-07
4/8/2021;14:20:10.009; 1.4052E-07
4/8/2021;14:20:10.011; 1.4007E-07
4/8/2021;14:20:10.014; 1.4027E-07
4/8/2021;14:20:10.017; 1.3996E-07
4/8/2021;14:20:10.019; 1.4048E-07
4/8/2021;14:20:10.022; 1.3978E-07
4/8/2021;14:20:10.025; 1.4008E-07
4/8/2021;14:20:10.027; 1.397E-07
4/8/2021;14:20:10.030; 1.4035E-07
4/8/2021;14:20:10.033; 1.4028E-07
4/8/2021;14:20:10.035; 1.4073E-07
4/8/2021;14:20:10.038; 1.4097E-07
4/8/2021;14:20:10.041; 1.4097E-07
4/8/2021;14:20:10.042; 1.4122E-07
4/8/2021;14:20:10.050; 1.4069E-07
4/8/2021;14:20:10.055; 1.4112E-07
4/8/2021;14:20:10.058; 1.4072E-07
4/8/2021;14:20:10.061; 1.4107E-07
4/8/2021;14:20:10.063; 1.4052E-07
4/8/2021;14:20:10.066; 1.4059E-07
4/8/2021;14:20:10.069; 1.4026E-07
4/8/2021;14:20:10.071; 1.4054E-07
4/8/2021;14:20:10.074; 1.4062E-07
4/8/2021;14:20:10.079; 1.4051E-07
4/8/2021;14:20:10.082; 1.406E-07
4/8/2021;14:20:10.085; 1.4075E-07
4/8/2021;14:20:10.087; 1.4089E-07
4/8/2021;14:20:10.090; 1.4086E-07
4/8/2021;14:20:10.096; 1.4117E-07
4/8/2021;14:20:10.099; 1.4099E-07
4/8/2021;14:20:10.102; 1.416E-07
4/8/2021;14:20:10.104; 1.4106E-07
4/8/2021;14:20:10.107; 1.41E-07
4/8/2021;14:20:10.110; 1.4043E-07
4/8/2021;14:20:10.112; 1.4068E-07
4/8/2021;14:20:10.115; 1.4014E-07
4/8/2021;14:20:10.118; 1.3997E-07
4/8/2021;14:20:10.120; 1.3982E-07
4/8/2021;14:20:10.123; 1.3995E-07
4/8/2021;14:20:10.126; 1.3977E-07
4/8/2021;14:20:10.129; 1.3943E-07
4/8/2021;14:20:10.131; 1.3961E-07
4/8/2021;14:20:10.134; 1.3995E-07
4/8/2021;14:20:10.137; 1.3991E-07
4/8/2021;14:20:10.139; 1.4014E-07
4/8/2021;14:20:10.142; 1.403E-07
4/8/2021;14:20:10.145; 1.4083E-07
4/8/2021;14:20:10.147; 1.4071E-07
4/8/2021;14:20:10.150; 1.406E-07
4/8/2021;14:20:10.153; 1.4084E-07
4/8/2021;14:20:10.155; 1.4104E-07
4/8/2021;14:20:10.158; 1.4125E-07
4/8/2021;14:20:10.161; 1.4102E-07
4/8/2021;14:20:10.163; 1.4175E-07
4/8/2021;14:20:10.166; 1.4149E-07
4/8/2021;14:20:10.169; 1.4166E-07
4/8/2021;14:20:10.171; 1.4176E-07
4/8/2021;14:20:10.174; 1.4153E-07
4/8/2021;14:20:10.177; 1.4158E-07
4/8/2021;14:20:10.179; 1.4119E-07
4/8/2021;14:20:10.183; 1.4093E-07
4/8/2021;14:20:10.190; 1.4049E-07
4/8/2021;14:20:10.197; 1.4081E-07
4/8/2021;14:20:10.199; 1.4062E-07
4/8/2021;14:20:10.202; 1.4059E-07
4/8/2021;14:20:10.205; 1.4035E-07
4/8/2021;14:20:10.207; 1.3979E-07
4/8/2021;14:20:10.210; 1.3989E-07
4/8/2021;14:20:10.213; 1.3966E-07
4/8/2021;14:20:10.215; 1.3969E-07
4/8/2021;14:20:10.218; 1.3972E-07
4/8/2021;14:20:10.221; 1.3968E-07
4/8/2021;14:20:10.223; 1.391E-07
4/8/2021;14:20:10.226; 1.3934E-07
4/8/2021;14:20:10.229; 1.3897E-07
4/8/2021;14:20:10.231; 1.3952E-07
4/8/2021;14:20:10.234; 1.3975E-07
4/8/2021;14:20:10.237; 1.3983E-07
4/8/2021;14:20:10.239; 1.4024E-07
4/8/2021;14:20:10.242; 1.4033E-07
4/8/2021;14:20:10.246; 1.4047E-07
4/8/2021;14:20:10.249; 1.4059E-07
4/8/2021;14:20:10.251; 1.4088E-07
4/8/2021;14:20:10.254; 1.4043E-07
4/8/2021;14:20:10.257; 1.4097E-07
4/8/2021;14:20:10.259; 1.4032E-07
4/8/2021;14:20:10.262; 1.4071E-07
4/8/2021;14:20:10.265; 1.4086E-07
4/8/2021;14:20:10.267; 1.4062E-07
4/8/2021;14:20:10.270; 1.4081E-07
4/8/2021;14:20:10.273; 1.4077E-07
4/8/2021;14:20:10.275; 1.4092E-07
4/8/2021;14:20:10.278; 1.4103E-07
4/8/2021;14:20:10.281; 1.4116E-07
4/8/2021;14:20:10.283; 1.4057E-07
4/8/2021;14:20:10.286; 1.4117E-07
4/8/2021;14:20:10.289; 1.404E-07
4/8/2021;14:20:10.291; 1.4073E-07
4/8/2021;14:20:10.298; 1.4029E-07
4/8/2021;14:20:10.300; 1.4014E-07
4/8/2021;14:20:10.303; 1.4035E-07
4/8/2021;14:20:10.306; 1.3995E-07
4/8/2021;14:20:10.308; 1.4E-07
4/8/2021;14:20:10.311; 1.404E-07
4/8/2021;14:20:10.314; 1.4069E-07
4/8/2021;14:20:10.316; 1.4064E-07
4/8/2021;14:20:10.319; 1.4072E-07
4/8/2021;14:20:10.322; 1.4048E-07
4/8/2021;14:20:10.330; 1.41E-07
4/8/2021;14:20:10.337; 1.4087E-07
4/8/2021;14:20:10.340; 1.4098E-07
4/8/2021;14:20:10.343; 1.408E-07
4/8/2021;14:20:10.347; 1.4081E-07
4/8/2021;14:20:10.349; 1.4035E-07
4/8/2021;14:20:10.352; 1.4071E-07
4/8/2021;14:20:10.354; 1.4045E-07
4/8/2021;14:20:10.357; 1.4081E-07
4/8/2021;14:20:10.360; 1.406E-07
4/8/2021;14:20:10.362; 1.4033E-07
4/8/2021;14:20:10.365; 1.4055E-07
4/8/2021;14:20:10.368; 1.4007E-07
4/8/2021;14:20:10.370; 1.4091E-07
4/8/2021;14:20:10.373; 1.4073E-07
4/8/2021;14:20:10.376; 1.4063E-07
4/8/2021;14:20:10.378; 1.4058E-07
4/8/2021;14:20:10.381; 1.404E-07
4/8/2021;14:20:10.384; 1.4056E-07
4/8/2021;14:20:10.386; 1.4035E-07
4/8/2021;14:20:10.389; 1.4089E-07
4/8/2021;14:20:10.392; 1.4052E-07
4/8/2021;14:20:10.396; 1.4082E-07
4/8/2021;14:20:10.398; 1.404E-07
4/8/2021;14:20:10.401; 1.4068E-07
4/8/2021;14:20:10.404; 1.4078E-07
4/8/2021;14:20:10.407; 1.4048E-07
4/8/2021;14:20:10.410; 1.403E-07
4/8/2021;14:20:10.412; 1.404E-07
4/8/2021;14:20:10.415; 1.4056E-07
4/8/2021;14:20:10.418; 1.4016E-07
4/8/2021;14:20:10.420; 1.4075E-07
4/8/2021;14:20:10.423; 1.4066E-07
4/8/2021;14:20:10.426; 1.408E-07
4/8/2021;14:20:10.428; 1.4035E-07
4/8/2021;14:20:10.431; 1.4087E-07
4/8/2021;14:20:10.434; 1.4081E-07
4/8/2021;14:20:10.436; 1.4138E-07
4/8/2021;14:20:10.439; 1.4109E-07
4/8/2021;14:20:10.442; 1.4096E-07
4/8/2021;14:20:10.444; 1.4142E-07
4/8/2021;14:20:10.447; 1.4101E-07
4/8/2021;14:20:10.450; 1.4114E-07
4/8/2021;14:20:10.452; 1.408E-07
4/8/2021;14:20:10.455; 1.4117E-07
4/8/2021;14:20:10.458; 1.4057E-07
4/8/2021;14:20:10.459; 1.4049E-07
4/8/2021;14:20:10.467; 1.4043E-07
4/8/2021;14:20:10.472; 1.404E-07
4/8/2021;14:20:10.475; 1.4073E-07
4/8/2021;14:20:10.477; 1.4021E-07
4/8/2021;14:20:10.480; 1.4068E-07
4/8/2021;14:20:10.483; 1.4023E-07
4/8/2021;14:20:10.485; 1.4058E-07
4/8/2021;14:20:10.488; 1.4E-07
4/8/2021;14:20:10.491; 1.4014E-07
4/8/2021;14:20:10.497; 1.4054E-07
4/8/2021;14:20:10.499; 1.4035E-07
4/8/2021;14:20:10.502; 1.3989E-07
4/8/2021;14:20:10.505; 1.4013E-07
4/8/2021;14:20:10.507; 1.4002E-07
4/8/2021;14:20:10.510; 1.4E-07
4/8/2021;14:20:10.513; 1.4019E-07
4/8/2021;14:20:10.515; 1.4026E-07
4/8/2021;14:20:10.518; 1.4084E-07
4/8/2021;14:20:10.521; 1.4073E-07
4/8/2021;14:20:10.523; 1.4074E-07
4/8/2021;14:20:10.526; 1.406E-07
4/8/2021;14:20:10.529; 1.4147E-07
4/8/2021;14:20:10.531; 1.4063E-07
